displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
DeMarcus Walker,DE,"$695,630 ","$457,520 ",-,-,-,-,-,"($2,068,190)","$1,153,150 ",0.62,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Adam Gotsis,DE,"$807,991 ","$265,982 ",-,-,-,-,-,"($851,966)","$1,073,973 ",0.57,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Justin Simmons,FS,"$630,000 ","$161,355 ",-,-,"$14,000 ",-,-,"($336,710)","$805,355 ",0.43,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Royce Freeman,RB,"$480,000 ","$249,255 ",-,-,-,-,-,"($997,020)","$729,255 ",0.39,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Devontae Booker,RB,"$630,000 ","$95,848 ",-,-,-,-,-,"($191,697)","$725,848 ",0.39,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Shelby Harris,DE,"$705,000 ",-,-,-,-,-,-,-,"$705,000 ",0.38,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Connor McGovern,G,"$630,000 ","$65,975 ",-,-,-,-,-,"($131,950)","$695,975 ",0.37,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Andy Janovich,FB,"$630,000 ","$41,077 ",-,-,-,-,-,"($82,155)","$671,077 ",0.36,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Isaac Yiadom,CB,"$480,000 ","$190,379 ",-,-,-,-,-,"($761,516)","$670,379 ",0.36,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Josey Jewell,ILB,"$480,000 ","$178,495 ",-,-,-,-,-,"($713,982)","$658,495 ",0.35,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Will Parks,S,"$630,000 ","$25,089 ",-,-,-,-,-,"($50,178)","$655,089 ",0.35,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Su'a Cravens,S,"$651,408 ",-,-,-,-,-,-,-,"$651,408 ",0.35,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Daesean Hamilton,WR,"$480,000 ","$170,659 ",-,-,-,-,-,"($682,638)","$650,659 ",0.35,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Kevin Hogan,QB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.34,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Casey Kreiter,LS,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.34,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Joe Jones,OLB,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.3,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Matt LaCosse,TE,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.3,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Dymonte Thomas,S,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.3,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Elijah Wilkinson,T,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.3,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Sam Jones,C,"$480,000 ","$42,138 ",-,-,-,-,-,"($168,553)","$522,138 ",0.28,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Keishawn Bierria,ILB,"$480,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$509,602 ",0.27,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Tim Patrick,WR,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Brian Parker,TE,"$457,058 ",-,-,-,-,-,-,-,"$457,058 ",0.24,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Colby Wadman,P,"$367,055 ",-,-,-,-,-,-,-,"$367,055 ",0.2,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
NIco Falah,C,"$310,588 ",-,-,-,-,-,-,-,"$310,588 ",0.17,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Gino Gradkowski,C,"$325,297 ",-,-,-,-,-,-,-,"$259,412 ",0.14,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
River Cracraft,WR,"$254,115 ",-,-,-,-,-,-,-,"$254,115 ",0.14,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Brendan Langley,CB,"$195,882 ",-,-,-,-,-,-,-,"$195,882 ",0.1,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jamar Taylor,CB,"$185,882 ",-,-,-,-,-,-,-,"$185,882 ",0.1,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Temarrick Hemingway,TE,"$185,294 ",-,-,-,-,-,-,-,"$163,235 ",0.09,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jeff Holland,LB,"$141,175 ",-,-,-,-,-,-,-,"$141,175 ",0.08,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Trey Marshall,S,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.05,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Craig Mager,CB,"$82,941 ",-,-,-,-,-,-,-,"$82,941 ",0.04,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Aaron Wallace,OLB,"$37,059 ",-,-,-,-,-,-,-,"$37,059 ",0.02,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Horace Richardson,CB,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.02,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Emmanuel Sanders,WR,"$8,250,000 ","$2,687,500 ",-,-,-,-,-,"($13,625,000)","$10,937,500 ",5.84,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Knee-acl),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Chris Harris,CB,"$7,400,000 ","$2,000,000 ",-,"$866,666 ","$100,000 ",-,"$500,000 ","($11,233,334)","$10,866,666 ",5.8,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Leg),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Ron Leary,G,"$7,650,000 ","$875,000 ","$93,750 ",-,"$100,000 ",-,-,"($10,375,000)","$8,718,750 ",4.65,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Knee-acl),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Matt Paradis,C,"$2,914,000 ",-,-,-,-,-,-,-,"$2,914,000 ",1.55,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Leg),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Max Garcia,G,"$1,907,000 ","$86,423 ",-,-,-,-,-,"($86,423)","$1,993,423 ",1.06,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Knee-acl),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jeff Heuerman,TE,"$705,000 ","$155,203 ",-,-,"$15,000 ",-,-,"($170,203)","$875,203 ",0.47,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Ribs),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jerrol Garcia-Williams,ILB,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.3,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Undisclosed),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Phillip Lindsay,RB,"$473,112 ","$5,000 ",-,-,-,-,-,"($15,000)","$478,112 ",0.26,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Wrist),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jake Butt,TE,"$378,000 ","$75,234 ",-,-,-,-,-,"($225,704)","$453,234 ",0.24,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Knee-acl),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Troy Fumagalli,TE,"$363,000 ","$70,450 ",-,-,-,-,-,"($281,802)","$433,450 ",0.23,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Undisclosed),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Deiontrez Mount,OLB,"$433,000 ",-,-,-,-,-,-,-,"$433,000 ",0.23,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Undisclosed),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Jamal Carter,SS,"$378,000 ","$3,333 ",-,-,-,-,-,"($6,667)","$381,333 ",0.2,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Hamstring),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Andre Holmes,WR,"$235,294 ",-,-,-,-,-,-,"($1,000,000)","$235,294 ",0.13,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
(Ankle),,,,,,,,,,,,Denver Broncos,"$78,250,249 ","$26,154,549 ","$114,730,854 ",61.22
Matthew Stafford,QB,"$9,500,000 ","$10,000,000 ","$6,500,000 ",-,"$500,000 ",-,-,"($75,500,000)","$26,500,000 ",14.61,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Glover Quin,FS,"$3,850,000 ","$1,666,666 ","$750,000 ",-,"$250,000 ",-,-,"($7,933,334)","$6,516,666 ",3.59,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Darius Slay,CB,"$2,726,269 ","$2,900,000 ","$234,375 ",-,"$250,000 ",-,-,"($11,676,269)","$6,110,644 ",3.37,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Ricky Wagner,RT,"$3,000,000 ","$2,900,000 ",-,-,-,-,-,"($14,600,000)","$5,900,000 ",3.25,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Damon Harrison,DT,"$4,558,824 ",-,-,-,-,-,-,"($4,558,824)","$4,558,823 ",2.51,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Devon Kennard,OLB,"$2,250,000 ","$1,750,000 ","$250,000 ",-,"$100,000 ",-,-,"($7,600,000)","$4,350,000 ",2.4,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Theo Riddick,RB,"$2,700,000 ","$962,500 ","$87,500 ",-,-,-,"$250,000 ","($4,750,000)","$4,125,000 ",2.27,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Nevin Lawson,CB,"$2,300,000 ","$1,125,000 ","$400,000 ",-,"$100,000 ",-,-,"($4,650,000)","$3,925,000 ",2.16,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Matt Prater,K,"$2,000,000 ","$900,000 ","$200,000 ",-,"$100,000 ",-,-,"($4,800,000)","$3,200,000 ",1.76,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Tavon Wilson,SS,"$1,500,000 ","$875,000 ","$703,125 ",-,"$50,000 ",-,-,"($3,300,000)","$3,128,125 ",1.72,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Taylor Decker,LT,"$1,446,998 ","$1,543,996 ",-,-,-,-,-,"($6,480,488)","$2,990,994 ",1.65,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Sam Martin,P,"$2,325,000 ","$500,000 ",-,-,"$100,000 ",-,-,"($3,925,000)","$2,925,000 ",1.61,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Luke Willson,TE,"$1,500,000 ","$900,000 ",-,-,"$100,000 ",-,-,"($2,500,000)","$2,500,000 ",1.38,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Jarrad Davis,ILB,"$963,599 ","$1,529,396 ",-,-,-,-,-,"($7,013,988)","$2,492,995 ",1.37,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Christian Jones,OLB,"$1,050,000 ","$875,000 ","$300,000 ",-,"$250,000 ",-,-,"($3,050,000)","$2,475,000 ",1.36,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Quandre Diggs,SS,"$1,000,000 ","$1,153,838 ",-,-,-,-,-,"($7,528,838)","$2,153,838 ",1.19,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Frank Ragnow,G,"$480,000 ","$1,661,843 ",-,-,-,-,-,"($9,213,758)","$2,141,843 ",1.18,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
LeGarrette Blount,RB,"$1,000,000 ","$1,000,000 ",-,-,-,-,-,"($2,000,000)","$2,000,000 ",1.1,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
TJ Jones,WR,"$1,907,000 ",-,-,-,-,-,-,-,"$1,907,000 ",1.05,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Eli Harold,OLB,"$1,892,000 ",-,-,-,-,-,-,-,"$1,892,000 ",1.04,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Kenny Wiggins,G,"$1,250,000 ","$375,000 ","$250,000 ",-,-,-,-,"($2,000,000)","$1,875,000 ",1.03,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Levine Toilolo,TE,"$1,000,000 ","$400,000 ",-,-,"$100,000 ",-,-,"($1,500,000)","$1,500,000 ",0.83,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Jalen Tabor,CB,"$684,226 ","$411,905 ",-,-,-,-,-,"($1,919,943)","$1,096,131 ",0.6,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Marcus Cooper,CB,"$317,647 ",-,"$750,000 ",-,-,-,-,"($317,647)","$1,067,647 ",0.59,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Graham Glasgow,C,"$648,500 ","$161,355 ",-,-,-,-,-,"($322,710)","$809,855 ",0.45,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Miles Killebrew,S,"$630,000 ","$144,641 ",-,-,-,-,-,"($289,282)","$774,641 ",0.43,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Kenny Golladay,WR,"$586,000 ","$179,706 ",-,-,-,-,-,"($539,118)","$765,706 ",0.42,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Matt Cassel,QB,"$1,015,000 ","$90,000 ",-,-,-,-,-,"($1,105,000)","$720,000 ",0.4,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Don Muhlbach,LS,"$1,015,000 ","$90,000 ",-,-,-,-,-,"($1,105,000)","$720,000 ",0.4,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Nick Bellore,ILB,"$915,000 ","$90,000 ",-,-,-,-,-,"($1,005,000)","$720,000 ",0.4,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Ricky Jean Francois,DT,"$915,000 ",-,"$90,000 ",-,-,-,-,"($1,005,000)","$720,000 ",0.4,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Tracy Walker,S,"$480,000 ","$220,497 ",-,-,-,-,-,"($881,988)","$700,497 ",0.39,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Joe Dahl,G,"$630,000 ","$61,478 ",-,-,-,-,-,"($122,959)","$691,478 ",0.38,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Romeo Okwara,DE,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Kerry Hyder,DE,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Tyrell Crosby,G,"$480,000 ","$71,920 ",-,-,-,-,-,"($287,683)","$551,920 ",0.3,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Andrew Donnal,RT,"$539,123 ",-,-,-,-,-,-,-,"$539,123 ",0.3,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Zach Zenner,RB,"$352,941 ",-,"$125,000 ",-,"$50,000 ",-,-,"($50,000)","$527,941 ",0.29,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Jamal Agnew,CB,"$461,294 ","$64,591 ",-,-,-,-,-,"($193,773)","$525,885 ",0.29,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Brandon Powell,WR,"$480,000 ","$4,000 ",-,-,-,-,-,"($44,000)","$484,000 ",0.27,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Kelvin Sheppard,ILB,"$484,412 ",-,-,-,-,-,-,-,"$333,529 ",0.18,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Trevor Bates,ILB,"$310,585 ",-,-,-,-,-,-,-,"$310,585 ",0.17,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Andy Jones,WR,"$228,529 ",-,-,-,-,-,-,-,"$228,529 ",0.13,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Michael Ford,CB,"$197,645 ",-,-,-,-,-,-,-,"$197,645 ",0.11,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Nicholas Grigsby,ILB,"$185,295 ",-,-,-,-,-,-,-,"$185,295 ",0.1,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Eric Lee,DE,"$130,588 ",-,-,-,-,-,-,-,"$130,588 ",0.07,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Jerome Cunningham,TE,"$97,941 ",-,-,-,-,-,-,-,"$97,941 ",0.05,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Leo Koloamatangi,T,"$97,941 ",-,-,-,-,-,-,-,"$97,941 ",0.05,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
John Atkins,DT,"$56,470 ",-,-,-,-,-,-,-,"$56,470 ",0.03,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Chris Lacy,WR,"$56,470 ",-,-,-,-,-,-,-,"$56,470 ",0.03,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Dee Virgin,CB,"$56,470 ",-,-,-,-,-,-,-,"$56,470 ",0.03,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Andre Chachere,CB,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.02,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Mitchell Loewen,TE,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.02,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Ezekiel Ansah,DE,"$17,143,000 ",-,-,-,-,-,-,"($17,143,000)","$17,143,000 ",9.45,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Shoulder),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
T.J. Lang,G,"$8,000,000 ","$2,666,666 ","$93,750 ",-,-,-,-,"($13,333,334)","$10,760,416 ",5.93,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Neck),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Marvin Jones,WR,"$3,750,000 ","$1,600,000 ",-,-,-,"$1,083,333 ",-,"($11,800,002)","$6,433,333 ",3.55,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
A'Shawn Robinson,DT,"$925,785 ","$501,570 ",-,-,-,-,-,"($1,003,140)","$1,427,355 ",0.79,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Kerryon Johnson,RB,"$466,229 ","$702,489 ",-,-,-,-,-,"($3,585,579)","$1,168,718 ",0.64,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Deshawn Shead,FS,"$697,059 ",-,-,-,-,-,-,-,"$697,058 ",0.38,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Michael Roberts,TE,"$523,764 ","$150,784 ",-,-,-,-,-,"($452,352)","$674,547 ",0.37,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Shoulder),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Jalen Reeves-Maybin,OLB,"$511,905 ","$154,721 ",-,-,-,-,-,"($464,166)","$666,626 ",0.37,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Neck),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Da'shawn Hand,DE,"$466,229 ","$170,491 ",-,-,-,-,-,"($681,964)","$636,720 ",0.35,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Charles Washington,CB,"$534,176 ",-,-,-,-,-,-,-,"$534,176 ",0.29,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Hamstring),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Nick Bawden,FB,"$363,000 ","$21,051 ",-,-,-,-,-,"($84,204)","$384,051 ",0.21,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Steve Longa,OLB,"$378,000 ",-,-,-,-,-,-,-,"$378,000 ",0.21,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Knee-acl),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Bruce Ellington,WR,"$371,765 ",-,-,-,-,-,-,-,"$371,765 ",0.2,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
(Hamstring),,,,,,,,,,,,Detroit Lions,"$63,493,237 ","$34,608,332 ","$109,575,685 ",60.42
Aaron Rodgers,QB,"$1,100,000 ","$11,500,000 ","$7,800,000 ",-,"$500,000 ",-,-,"($80,300,000)","$20,900,000 ",11.54,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Randall Cobb,WR,"$8,600,000 ","$3,250,000 ","$281,250 ",-,"$400,000 ",-,-,"($12,250,000)","$12,531,250 ",6.92,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Clay Matthews,OLB,"$10,400,000 ",-,"$500,000 ",-,"$500,000 ",-,-,"($10,900,000)","$11,400,000 ",6.29,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
David Bakhtiari,LT,"$1,000,000 ","$3,200,000 ","$6,375,000 ",-,"$500,000 ",-,-,"($17,100,000)","$11,075,000 ",6.11,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Davante Adams,WR,"$1,000,000 ","$3,600,000 ","$5,468,750 ",-,"$500,000 ",-,-,"($19,460,000)","$10,568,750 ",5.83,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Bryan Bulaga,RT,"$5,850,000 ","$1,600,000 ","$568,750 ",-,"$250,000 ",-,-,"($9,300,000)","$8,268,750 ",4.56,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Jimmy Graham,TE,"$1,450,000 ","$3,666,666 ","$300,000 ",-,"$250,000 ",-,"$250,000 ","($12,700,000)","$5,916,666 ",3.27,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Mason Crosby,K,"$3,150,000 ","$1,250,000 ","$700,000 ",-,"$150,000 ",-,-,"($6,300,000)","$5,250,000 ",2.9,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Corey Linsley,C,"$1,000,000 ","$2,000,000 ","$1,500,000 ",-,"$350,000 ",-,-,"($8,350,000)","$4,850,000 ",2.68,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Lane Taylor,G,"$1,100,000 ","$1,250,000 ","$1,468,750 ","$125,000 ","$250,000 ",-,-,"($6,100,000)","$4,193,750 ",2.32,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Tramon Williams,CB,"$1,500,000 ","$1,625,000 ","$400,000 ",-,"$100,000 ",-,-,"($4,850,000)","$3,625,000 ",2,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Lance Kendricks,TE,"$1,250,000 ","$600,000 ","$300,000 ",-,"$75,000 ",-,-,"($1,925,000)","$2,225,000 ",1.23,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Jaire Alexander,CB,"$480,000 ","$1,711,041 ",-,-,-,-,-,"($12,050,728)","$2,191,041 ",1.21,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Marcedes Lewis,TE,"$1,050,000 ","$500,000 ","$500,000 ",-,"$50,000 ",-,-,"($2,100,000)","$2,100,000 ",1.16,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
