displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
J.D. McKissic,RB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Tyler Ott,LS,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Christopher Carson,RB,"$555,000 ","$16,282 ",-,-,-,-,-,"($48,847)","$571,282 ",0.32,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Shaquem Griffin,OLB,"$480,000 ","$79,404 ",-,-,-,-,-,"($317,619)","$559,404 ",0.31,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Akeem King,SS,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
David Moore,WR,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Tre Flowers,CB,"$480,000 ","$74,682 ",-,-,-,-,-,"($298,729)","$554,682 ",0.31,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Michael Dickson,P,"$480,000 ","$72,537 ",-,-,-,-,-,"($290,151)","$552,537 ",0.31,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Shalom Luani,S,"$522,353 ",-,-,-,-,-,-,-,"$522,352 ",0.29,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Jake Martin,DE,"$480,000 ","$40,509 ",-,-,-,-,-,"($162,039)","$520,509 ",0.29,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Branden Jackson,DE,"$518,826 ",-,-,-,-,-,-,-,"$518,826 ",0.29,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Poona Ford,DT,"$480,000 ","$2,666 ",-,-,-,-,-,"($8,000)","$482,666 ",0.27,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
Maurice Alexander,SS,"$604,118 ",-,-,-,-,-,-,-,"$481,765 ",0.27,Seattle Seahawks,"$85,093,647 ","$27,590,374 ","$124,852,499 ",70.24
